period,Company,Symbol,Open,Highest,Lowest,Close,Change,Change %,Volume Traded,Value Traded
3 Months,JAZADCO,,10.20,10.96,8.85,8.96,-1.24,-12.16,"7,930,560","656,061.50"
3 Months,UACC,,14.45,15.3,12.29,12.73,-1.72,-11.90,"5,051,052","2,705,109.17"
3 Months,HB,,37.96,42.92,32.9,33.46,-4.5,-11.85,"5,044,230","486,390.64"
3 Months,BAAN,,2.14,2.38,1.79,1.89,-0.25,-11.68,"181,332,290","3,380,842.97"
3 Months,THIMAR,,43.84,49.28,37.72,38.74,-5.1,-11.63,"24,538,522","2,028,945.98"
3 Months,ALAMAR,,48.74,53.2,41,43.08,-5.66,-11.61,"11,803,246","1,653,439.28"
3 Months,ACIG,,9.90,12.36,8.63,8.76,-1.14,-11.52,"40,818,781","2,262,855.53"
3 Months,ALHAMMADI,,32.34,36,28.4,28.62,-3.72,-11.50,"20,878,349","4,478,233.82"
3 Months,CHEMANOL,,10.14,11.22,8.59,8.99,-1.15,-11.34,"24,340,200","1,263,932.66"
3 Months,RIYADH CEMENT,,27.90,29.52,22.98,24.76,-3.14,-11.25,"21,121,823","8,520,554.29"
3 Months,TAKWEEN,,7.23,7.94,6.15,6.42,-0.81,-11.20,"11,179,359","282,008.00"
3 Months,WAFRAH,,25.24,29.76,21.67,22.44,-2.8,-11.09,"6,407,535","561,851.07"
3 Months,TADCO,,9.67,10.85,8.22,8.61,-1.06,-10.96,"7,237,508","293,175.08"
3 Months,SHL,,19.91,24.13,17,17.74,-2.17,-10.90,"13,275,976","642,402.35"
3 Months,EMAAR EC,,12.50,14.1,10.72,11.14,-1.36,-10.88,"14,384,380","802,936.53"
3 Months,NADEC,,20.89,22.7,18.02,18.62,-2.27,-10.87,"51,532,710","16,883,224.72"
3 Months,SHAKER,,25.68,28.58,22.35,22.9,-2.78,-10.83,"14,693,644","7,617,291.78"
3 Months,SVCP,,25.74,28.8,21.95,22.97,-2.77,-10.76,"2,887,036","749,665.85"
3 Months,ALANDALUS,,20.00,21.15,16.7,17.87,-2.13,-10.65,"5,402,507","353,043.31"
3 Months,SGS,,44.18,47.68,38.7,39.5,-4.68,-10.59,"25,932,231","21,411,956.42"
3 Months,AMLAK,,12.94,13.9,11.25,11.58,-1.36,-10.51,"22,720,064","1,653,858.83"
3 Months,SIPCHEM,,17.97,21.05,15.69,16.09,-1.88,-10.46,"132,122,653","19,132,773.20"
3 Months,TAMKEEN,,57.95,62.9,49.78,51.9,-6.05,-10.44,"8,630,273","5,520,227.30"
3 Months,BANAN,,4.41,4.76,3.86,3.95,-0.46,-10.43,"12,027,649","288,893.85"
3 Months,BAWAN,,56.00,60.4,48.4,50.2,-5.8,-10.36,"14,482,271","4,304,608.85"
3 Months,SHARQIYAH DEV,,15.80,17.56,13.85,14.21,-1.59,-10.06,"8,651,611","624,837.94"
3 Months,ADVANCED,,33.28,38.64,29.92,30.02,-3.26,-9.80,"40,641,600","27,130,259.96"
3 Months,NGC,,18.18,21.9,16,16.41,-1.77,-9.74,"8,796,862","1,187,340.57"
3 Months,MUTAKAMELA,,13.30,14.58,11.28,12.07,-1.23,-9.25,"5,732,022","966,953.06"
3 Months,ALISTITHMAR REIT,,8.01,8.5,7.05,7.27,-0.74,-9.24,"7,758,988","107,656.16"
3 Months,MEPCO,,26.10,29.12,23.19,23.69,-2.41,-9.23,"21,727,440","4,168,065.07"
3 Months,MAADANIYAH,,15.69,18.5,13.23,14.26,-1.43,-9.11,"16,067,880","844,055.78"
3 Months,AMIANTIT,,18.92,22.58,16.55,17.2,-1.72,-9.09,"26,171,233","1,815,682.38"
3 Months,SADAFCO,,257.20,297.2,232.9,234.1,-23.1,-8.98,"2,338,463","7,154,729.50"
3 Months,ENTAJ,,37.44,42.08,32.9,34.2,-3.24,-8.65,"9,035,437","1,838,129.70"
3 Months,BINDAWOOD,,5.33,5.92,4.54,4.87,-0.46,-8.63,"57,739,418","2,358,276.74"
3 Months,WATANIYA,,14.40,16.8,12.87,13.17,-1.23,-8.54,"13,715,398","2,105,985.69"
3 Months,LUMI,,58.00,65,51.55,53.05,-4.95,-8.53,"7,368,300","1,995,332.00"
3 Months,CENOMI CENTERS,,21.70,23.52,19.5,19.85,-1.85,-8.53,"69,525,176","12,228,398.43"
3 Months,SABIC,,59.50,64,54,54.5,-5,-8.40,"88,886,655","64,733,359.75"
3 Months,SINAD HOLDING,,10.15,10.97,9.07,9.3,-0.85,-8.37,"9,827,774","743,621.55"
3 Months,AICC,,10.80,11.49,9.7,9.9,-0.9,-8.33,"6,066,936","126,666.80"
3 Months,MRNA,,10.91,11.39,9.88,10.05,-0.86,-7.88,"8,239,028","296,937.73"
3 Months,EPCCO,,25.74,27.6,23,23.73,-2.01,-7.81,"10,992,381","3,148,900.34"
3 Months,ARABIAN SHIELD,,12.90,14.19,11.25,11.9,-1,-7.75,"7,996,071","734,411.46"
3 Months,ALJAZIRA REIT,,13.00,14,11.92,12,-1,-7.69,"2,925,197","832,865.75"
3 Months,FAKEEH CARE,,38.48,42.84,35.32,35.52,-2.96,-7.69,"15,600,020","8,341,271.40"
3 Months,ZOUJAJ,,40.60,42.5,36.12,37.5,-3.1,-7.64,"11,872,707","3,156,217.04"
3 Months,DWF,,124.00,149.7,108.8,114.6,-9.4,-7.58,"3,696,602","2,512,485.60"
3 Months,EQUIPMENT HOUSE,,35.84,41,31.66,33.18,-2.66,-7.42,"4,009,431","1,290,766.32"
3 Months,FARM SUPERSTORES,,16.12,17.97,14.04,14.93,-1.19,-7.38,"3,766,520","231,815.54"
3 Months,YANSAB,,32.40,37.28,29.78,30.02,-2.38,-7.35,"24,491,618","14,042,094.52"
3 Months,LAZURDE,,12.70,13.48,11.44,11.78,-0.92,-7.24,"11,675,749","809,250.92"
3 Months,GULF GENERAL,,4.61,5.51,4.2,4.28,-0.33,-7.16,"22,289,444","255,929.43"
3 Months,SAUDI CEMENT,,38.04,41.58,35.14,35.34,-2.7,-7.10,"9,722,678","7,830,075.64"
3 Months,SAICO,,13.07,14.88,11.84,12.15,-0.92,-7.04,"8,751,716","422,283.91"
3 Months,ALSAIF GALLERY,,6.88,7.15,6.38,6.4,-0.48,-6.98,"34,495,448","791,967.84"
3 Months,TASNEE,,10.23,11.94,9.46,9.52,-0.71,-6.94,"114,542,335","5,489,400.38"
3 Months,RAYDAN,,28.78,32.4,26,26.84,-1.94,-6.74,"6,965,118","150,521.58"
3 Months,NAMA CHEMICALS,,24.63,27.6,22.65,22.98,-1.65,-6.70,"2,907,277","4,221,940.95"
3 Months,ALMARAI,,46.92,54.05,43.5,43.8,-3.12,-6.65,"40,199,553","30,709,777.28"
3 Months,CHUBB,,25.67,33.2,23.81,23.98,-1.69,-6.58,"26,036,758","9,710,173.11"
3 Months,SEDCO CAPITAL REIT,,6.89,7.25,6.14,6.45,-0.44,-6.39,"12,962,811","1,757,728.13"
3 Months,SAUDI RE,,30.17,36.09,26.84,28.3,-1.87,-6.20,"56,613,476","27,136,781.54"
3 Months,TAIBA,,35.80,43,32.9,33.6,-2.2,-6.15,"16,489,162","5,244,955.30"
3 Months,ACWA POWER,,203.30,252.6,186.2,191,-12.3,-6.05,"30,219,049","67,387,701.00"
3 Months,SUMOU,,37.30,42,34.6,35.08,-2.22,-5.95,"13,255,640","1,246,021.56"
3 Months,BATIC,,2.22,2.4,2.04,2.09,-0.13,-5.86,"493,589,757","3,513,852.35"
3 Months,TALCO,,39.40,43.3,32.88,37.1,-2.3,-5.84,"5,109,860","772,489.46"
3 Months,GIG,,24.18,27.22,22.04,22.86,-1.32,-5.46,"6,641,499","1,091,518.65"
3 Months,ALASEEL,,3.54,3.85,3.3,3.35,-0.19,-5.37,"38,979,562","1,425,079.15"
3 Months,SMASCO,,5.66,6.35,5.26,5.36,-0.3,-5.30,"106,370,824","3,631,822.71"
3 Months,ELM,,850.00,972,745,805,-45,-5.29,"5,197,180","41,927,135.00"
3 Months,TCC,,10.02,10.9,9.36,9.52,-0.5,-4.99,"16,480,547","255,523.17"
3 Months,ALKATHIRI,,2.07,2.23,1.92,1.97,-0.1,-4.83,"78,215,229","974,660.15"
3 Months,AMERICANA,,1.88,2.25,1.76,1.79,-0.09,-4.79,"2,180,594,210","31,902,913.65"
3 Months,ALKHALEEJ TRNG,,22.15,29.38,20.24,21.11,-1.04,-4.70,"17,788,144","3,587,388.64"
3 Months,JADWA REIT ALHARAMAIN,,5.19,5.33,4.8,4.95,-0.24,-4.62,"4,525,429","177,134.74"
3 Months,ARTEX,,11.98,14.78,11.1,11.44,-0.54,-4.51,"9,984,180","1,607,759.08"
3 Months,JAZIRA TAKAFUL,,12.04,13.12,11.28,11.5,-0.54,-4.49,"5,145,486","284,714.11"
3 Months,MOUWASAT,,72.40,79.75,68,69.35,-3.05,-4.21,"39,679,660","30,511,117.75"
3 Months,BURGERIZZR,,15.11,17.33,14.15,14.48,-0.63,-4.17,"15,636,411","2,114,459.22"
3 Months,TADAWUL GROUP,,169.50,215,158.7,162.8,-6.7,-3.95,"10,027,588","56,877,488.00"
3 Months,SOLUTIONS,,236.80,271.6,219.9,228,-8.8,-3.72,"7,961,936","15,000,518.50"
3 Months,DERAYAH REIT,,5.54,5.75,5.29,5.34,-0.2,-3.61,"5,000,155","527,383.83"
3 Months,GACO,,16.80,19.55,16,16.2,-0.6,-3.57,"11,079,747","421,095.98"
3 Months,ALAHLI REIT 1,,6.52,6.91,6.25,6.29,-0.23,-3.53,"3,243,234","250,452.87"
3 Months,SAUDI CABLE,,142.00,160,130,137,-5,-3.52,"2,306,660","6,621,997.30"
3 Months,ATAA,,62.90,70.6,58.25,60.8,-2.1,-3.34,"2,935,058","3,445,818.80"
3 Months,GULF UNION ALAHLIA,,11.90,14.18,10.86,11.51,-0.39,-3.28,"5,898,250","743,879.00"
3 Months,UCIC,,27.70,32.44,26.16,26.9,-0.8,-2.89,"17,127,634","1,397,414.46"
3 Months,ASLAK,,22.33,26.1,21.01,21.71,-0.62,-2.78,"4,619,140","341,554.88"
3 Months,BJAZ,,12.02,13.31,11.14,11.69,-0.33,-2.75,"221,615,982","40,661,642.05"
3 Months,APC,,5.19,6.36,4.93,5.05,-0.14,-2.70,"231,127,427","6,281,034.58"
3 Months,JAMJOOM PHARMA,,150.60,165.3,141.9,146.6,-4,-2.66,"4,028,562","7,179,451.80"
3 Months,FIRST MILLS,,50.70,54.4,46.86,49.4,-1.3,-2.56,"3,083,945","437,280.50"
3 Months,SADR,,2.80,3.11,2.69,2.73,-0.07,-2.50,"73,785,302","1,298,016.62"
3 Months,SIECO,,2.02,2.22,1.77,1.97,-0.05,-2.48,"114,675,869","2,795,013.63"
3 Months,ALMUNAJEM,,54.80,62.6,53,53.45,-1.35,-2.46,"9,557,460","1,658,397.25"
3 Months,SARCO,,56.15,63.95,53.5,54.8,-1.35,-2.40,"4,713,062","926,931.65"
3 Months,LIVA,,11.80,14.47,11.29,11.52,-0.28,-2.37,"7,686,518","280,433.20"
3 Months,MEFIC REIT,,3.59,3.83,3.4,3.51,-0.08,-2.23,"10,677,087","455,023.43"
3 Months,JARIR,,12.93,14.56,12.26,12.65,-0.28,-2.17,"123,976,853","38,796,717.93"
3 Months,AVALON PHARMA,,122.90,138.4,117.6,120.4,-2.5,-2.03,"1,982,144","3,259,238.00"
3 Months,ALKHABEER REIT,,5.70,5.82,5.58,5.59,-0.11,-1.93,"8,769,044","410,532.43"
3 Months,2P,,8.95,10.23,8.45,8.78,-0.17,-1.90,"37,466,672","1,477,390.03"
3 Months,KEC,,12.33,13.16,11.85,12.1,-0.23,-1.87,"15,845,165","932,277.39"
3 Months,OASIS,,2.35,2.69,2.18,2.31,-0.04,-1.70,"42,436,413","727,597.77"
3 Months,FITAIHI GROUP,,2.96,3.44,2.85,2.91,-0.05,-1.69,"88,581,253","1,408,117.76"
3 Months,ALMASAR ALSHAMIL,,23.09,24.48,18.33,22.7,-0.39,-1.69,"55,337,905","68,394,585.53"
3 Months,MUSHARAKA REIT,,4.22,4.53,4.03,4.15,-0.07,-1.66,"3,880,344","205,846.72"
3 Months,SAIB,,13.45,14.81,12.85,13.25,-0.2,-1.49,"34,627,890","4,329,370.13"
3 Months,SAUDI ELECTRICITY,,14.20,16.05,13.97,13.99,-0.21,-1.48,"90,076,167","29,119,729.06"
3 Months,PETROCHEM,,46.05,46.05,45.4,45.45,-0.6,-1.30,"289,936","4,661,416.70"
3 Months,NORTHERN CEMENT,,7.53,8.28,7.22,7.44,-0.09,-1.20,"16,922,868","1,591,209.82"
3 Months,ASTRA INDUSTRIAL,,136.10,151.2,130.9,134.7,-1.4,-1.03,"7,628,430","4,521,640.50"
3 Months,Al RAJHI REIT,,8.16,8.4,8.07,8.08,-0.08,-0.98,"10,656,707","1,084,050.53"
3 Months,ARABIAN MILLS,,39.92,43.5,38.08,39.66,-0.26,-0.65,"5,790,277","1,688,718.16"
3 Months,NAYIFAT,,12.78,13.73,12.42,12.7,-0.08,-0.63,"11,622,629","247,234.13"
3 Months,OBEIKAN GLASS,,26.30,38.44,24.59,26.14,-0.16,-0.61,"19,175,516","3,649,110.60"
3 Months,EXTRA,,87.70,93.5,84.45,87.25,-0.45,-0.51,"14,060,646","9,126,566.30"
3 Months,AL MAATHER REIT,,8.99,9.1,8.81,8.95,-0.04,-0.44,"2,663,569","649,535.13"
3 Months,ALINMA,,24.84,28.02,23.94,24.74,-0.1,-0.40,"444,721,051","107,025,683.57"
3 Months,RIYAD REIT,,5.11,5.46,4.95,5.09,-0.02,-0.39,"8,415,311","234,373.96"
3 Months,YCC,,16.18,17.3,15.18,16.12,-0.06,-0.37,"25,104,065","18,610,761.33"
3 Months,DALLAH HEALTH,,125.00,157.3,119.5,124.6,-0.4,-0.32,"4,671,743","7,502,766.10"
3 Months,BUDGET SAUDI,,66.90,78.95,64,66.7,-0.2,-0.30,"8,975,870","4,212,815.60"
3 Months,FOURTH MILLING,,3.74,3.99,3.66,3.73,-0.01,-0.27,"79,470,627","442,991.97"
3 Months,THEEB,,60.70,66.9,57.25,60.55,-0.15,-0.25,"5,325,219","3,484,646.80"
3 Months,BCI,,26.68,29.16,25.72,26.62,-0.06,-0.22,"2,718,447","663,277.84"
3 Months,SISCO HOLDING,,32.30,38.38,30,32.26,-0.04,-0.12,"23,920,862","6,724,736.74"
